workerid,predicate,noun,class,nounclass,slide_number,response,condition,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,bad,carrot,quality,food,3,0.45,inherent,english,2,Female,38,,Yes,2,Windows,1080,1920,Chrome,3DWNFENNE384K41PROJ2JNXFVV14JU,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:55:51 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:55:51 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3DWNFENNE384K41PROJ2JNXFVV14JU,3SB5N7Y3O4HGGYRGQJGYZQA5CLW0GF,0,Submitted,Tue Apr 19 02:44:58 PDT 2016,Mon Apr 18 10:03:15 PDT 2016,Mon Apr 18 10:04:58 PDT 2016,,,,,,[],1.67885
0,huge,fan,size,furniture,4,0.82,inherent,english,2,Female,38,,Yes,2,Windows,1080,1920,Chrome,3DWNFENNE384K41PROJ2JNXFVV14JU,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:55:51 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:55:51 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3DWNFENNE384K41PROJ2JNXFVV14JU,3SB5N7Y3O4HGGYRGQJGYZQA5CLW0GF,0,Submitted,Tue Apr 19 02:44:58 PDT 2016,Mon Apr 18 10:03:15 PDT 2016,Mon Apr 18 10:04:58 PDT 2016,,,,,,[],1.67885
0,red,banana,color,food,5,0,inherent,english,2,Female,38,,Yes,2,Windows,1080,1920,Chrome,3DWNFENNE384K41PROJ2JNXFVV14JU,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:55:51 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:55:51 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3DWNFENNE384K41PROJ2JNXFVV14JU,3SB5N7Y3O4HGGYRGQJGYZQA5CLW0GF,0,Submitted,Tue Apr 19 02:44:58 PDT 2016,Mon Apr 18 10:03:15 PDT 2016,Mon Apr 18 10:04:58 PDT 2016,,,,,,[],1.67885
0,rotten,carrot,age,food,6,0.46,inherent,english,2,Female,38,,Yes,2,Windows,1080,1920,Chrome,3DWNFENNE384K41PROJ2JNXFVV14JU,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:55:51 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:55:51 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3DWNFENNE384K41PROJ2JNXFVV14JU,3SB5N7Y3O4HGGYRGQJGYZQA5CLW0GF,0,Submitted,Tue Apr 19 02:44:58 PDT 2016,Mon Apr 18 10:03:15 PDT 2016,Mon Apr 18 10:04:58 PDT 2016,,,,,,[],1.67885
0,tiny,TV,size,furniture,7,0.34,inherent,english,2,Female,38,,Yes,2,Windows,1080,1920,Chrome,3DWNFENNE384K41PROJ2JNXFVV14JU,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:55:51 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:55:51 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3DWNFENNE384K41PROJ2JNXFVV14JU,3SB5N7Y3O4HGGYRGQJGYZQA5CLW0GF,0,Submitted,Tue Apr 19 02:44:58 PDT 2016,Mon Apr 18 10:03:15 PDT 2016,Mon Apr 18 10:04:58 PDT 2016,,,,,,[],1.67885
0,hard,chair,texture,furniture,8,0.34,inherent,english,2,Female,38,,Yes,2,Windows,1080,1920,Chrome,3DWNFENNE384K41PROJ2JNXFVV14JU,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:55:51 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:55:51 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3DWNFENNE384K41PROJ2JNXFVV14JU,3SB5N7Y3O4HGGYRGQJGYZQA5CLW0GF,0,Submitted,Tue Apr 19 02:44:58 PDT 2016,Mon Apr 18 10:03:15 PDT 2016,Mon Apr 18 10:04:58 PDT 2016,,,,,,[],1.67885
0,plastic,cheese,material,food,9,0.01,inherent,english,2,Female,38,,Yes,2,Windows,1080,1920,Chrome,3DWNFENNE384K41PROJ2JNXFVV14JU,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:55:51 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:55:51 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3DWNFENNE384K41PROJ2JNXFVV14JU,3SB5N7Y3O4HGGYRGQJGYZQA5CLW0GF,0,Submitted,Tue Apr 19 02:44:58 PDT 2016,Mon Apr 18 10:03:15 PDT 2016,Mon Apr 18 10:04:58 PDT 2016,,,,,,[],1.67885
0,short,tomato,size,food,10,0.02,inherent,english,2,Female,38,,Yes,2,Windows,1080,1920,Chrome,3DWNFENNE384K41PROJ2JNXFVV14JU,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:55:51 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:55:51 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3DWNFENNE384K41PROJ2JNXFVV14JU,3SB5N7Y3O4HGGYRGQJGYZQA5CLW0GF,0,Submitted,Tue Apr 19 02:44:58 PDT 2016,Mon Apr 18 10:03:15 PDT 2016,Mon Apr 18 10:04:58 PDT 2016,,,,,,[],1.67885
0,fresh,carrot,age,food,11,0.44,inherent,english,2,Female,38,,Yes,2,Windows,1080,1920,Chrome,3DWNFENNE384K41PROJ2JNXFVV14JU,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:55:51 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:55:51 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3DWNFENNE384K41PROJ2JNXFVV14JU,3SB5N7Y3O4HGGYRGQJGYZQA5CLW0GF,0,Submitted,Tue Apr 19 02:44:58 PDT 2016,Mon Apr 18 10:03:15 PDT 2016,Mon Apr 18 10:04:58 PDT 2016,,,,,,[],1.67885
0,old,carrot,age,food,12,0.44,inherent,english,2,Female,38,,Yes,2,Windows,1080,1920,Chrome,3DWNFENNE384K41PROJ2JNXFVV14JU,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:55:51 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:55:51 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3DWNFENNE384K41PROJ2JNXFVV14JU,3SB5N7Y3O4HGGYRGQJGYZQA5CLW0GF,0,Submitted,Tue Apr 19 02:44:58 PDT 2016,Mon Apr 18 10:03:15 PDT 2016,Mon Apr 18 10:04:58 PDT 2016,,,,,,[],1.67885
